idHVIngresos,strTengoIngresos,strAnioIngresos,decRemuBrutaPublico,decRemuBrutaPrivado,decRentaIndividualPublico,decRentaIndividualPrivado,decOtroIngresoPublico,decOtroIngresoPrivado,idEstado,strUsuario,idHojaVida
130161,1,2018,0,18000,0,0,0,0,1,,131466
131587,1,2018,0,30000,0,0,0,0,1,,132935
131743,1,2018,88000,0,0,36000,0,24000,1,,132909
131219,1,2018,0,0,0,48000,0,0,1,,132574
130940,2,,0,0,0,0,0,0,1,,132289
130661,1,2018,0,11160,0,18000,0,0,1,,131991
131380,1,2018,0,120000,0,0,0,0,1,,132730
132081,1,2018,0,60000,0,0,0,60000,1,,130461
132101,1,2018,0,35000,0,0,0,0,1,,133466
132107,1,2018,60000,5000,0,0,0,0,1,,133481
132094,1,2018,20000,40000,0,0,0,0,1,,133454
132093,1,2018,20000,40000,0,0,0,0,1,,133454
132114,2,,0,0,0,0,0,0,1,,133489
130313,1,2018,0,0,0,0,0,12000,1,,131399
130927,1,2018,0,804.1,0,11160,0,0,1,,132246
130775,1,2018,0,28000,0,0,0,29184,1,,132099
130815,1,2018,7000,0,0,0,0,0,1,,132150
130762,1,2018,0,0,0,12000,0,9600,1,,132090
131310,1,2018,38400,0,0,0,0,0,1,,132101
131345,1,2018,59400,0,0,38200,0,0,1,,132681
131379,1,2018,0,0,0,48000,0,0,1,,132721
131929,1,2018,0,48000,0,22000,0,0,1,,133266
130254,1,2018,41000,0,0,0,0,0,1,,131556
130884,1,2018,30000,0,0,0,0,0,1,,132217
131020,1,2018,5300,0,0,0,0,0,1,,132380
130119,2,,0,0,0,0,0,0,1,,131400
129968,1,2018,24000,0,0,0,0,0,1,,131264
131915,1,2018,0,0,0,0,0,42000,1,,133245
131948,1,2018,0,48000,0,0,0,0,1,,133285
131947,1,2018,0,12350,0,0,0,0,1,,133285
131958,1,2018,0,0,0,11040,0,0,1,,133298
131257,1,2018,0,0,42000,0,0,0,1,,132598
131034,1,2018,24000,0,0,0,0,0,1,,132378
131210,1,2018,0,0,132000,0,0,240000,1,,132550
131229,1,2018,0,50424,0,0,0,0,1,,132576
131185,1,2018,18000,0,0,0,0,0,1,,132520
131902,1,2018,0,0,25040,15200,0,0,1,,133243
131599,1,2018,0,18000,0,12000,0,120000,1,,132926
132000,1,2018,0,0,0,0,0,36000,1,,133309
131812,1,2018,0,87469,0,0,0,0,1,,133146
131796,1,2018,0,0,9000,70000,0,0,1,,133126
131989,1,2018,48000,0,0,0,0,0,1,,133321
131848,1,2018,0,60000,0,0,0,0,1,,133188
131891,1,2018,27000,0,0,0,18000,0,1,,133229
131618,1,2018,62000,0,0,0,0,0,1,,132961
131627,1,2018,0,72000,0,0,0,0,1,,132970
131928,1,2018,0,840,0,0,0,20400,1,,133269
132042,1,2018,0,85500,0,0,0,0,1,,133413
131570,1,2018,0,10840,0,80145,0,93200,1,,132916
131979,1,2018,0,4000,0,0,0,0,1,,133315
131571,1,2018,0,12000,0,0,0,0,1,,132918
132028,1,2018,30000,20000,0,15000,0,21600,1,,133403
131972,1,2018,100800,0,0,0,0,0,1,,133310
131832,1,2018,0,91678.49,0,0,0,0,1,,133174
131677,1,2018,95418.96,0,0,0,0,0,1,,132949
131756,1,2018,0,10920,0,36000,0,0,1,,133095
132177,1,2018,0,34200,0,0,0,0,1,,133537
132015,1,2018,0,18500,0,0,0,0,1,,133361
132258,1,2018,0,0,0,30000,0,0,1,,133595
132068,1,2006,0,6600,0,0,0,0,1,,133432
132023,1,2018,0,0,30000,0,0,0,1,,133396
132058,1,2018,19774,0,0,0,0,0,1,,133427
131880,1,2018,0,0,0,60000,0,0,1,,133193
131697,1,2018,0,0,0,24000,0,0,1,,133031
131768,1,2018,192000,0,0,0,0,0,1,,133113
132140,1,2018,0,0,0,12000,0,0,1,,133504
132191,1,2018,34000,0,0,26000,0,24000,1,,133549
131959,1,2018,0,0,4800,0,0,382505,1,,133293
132121,1,2018,0,11160,0,0,0,0,1,,133488
132014,1,2018,0,0,0,32400,0,0,1,,133378
131949,2,,0,0,0,0,0,0,1,,133287
131918,1,2018,0,0,0,89731,0,0,1,,133260
130514,1,2018,0,0,0,18000,0,0,1,,131838
130560,1,2018,0,14400,0,24480,0,0,1,,131859
130810,1,2018,18000,0,0,0,0,0,1,,132148
130621,1,2018,0,0,0,17280,0,0,1,,131949
130641,1,2018,0,0,0,1300,0,0,1,,131954
130479,1,2018,0,128915,0,0,0,0,1,,131769
130348,2,,0,0,0,0,0,0,1,,131655
131144,1,2018,0,0,0,83074,0,0,1,,132482
131149,1,2018,34500,0,3500,0,0,0,1,,132488
131095,1,2018,27600,0,0,0,0,15000,1,,132252
131109,1,2018,0,20000,0,0,0,0,1,,132451
131118,1,2018,29883.96,0,12000,0,0,0,1,,132460
131102,2,,0,0,0,0,0,0,1,,132441
130030,1,2018,0,41923,0,0,0,0,1,,131297
132047,1,2018,0,0,0,25000,0,0,1,,133039
132170,1,2018,0,0,0,0,0,110400,1,,133522
132055,1,2018,15922,0,0,11072,0,0,1,,133420
132063,1,2018,37900,0,0,0,0,3457.5,1,,133428
132111,1,2018,25000,0,0,0,0,35000,1,,133484
132059,1,2018,29960,0,0,0,0,0,1,,133425
132143,1,2018,0,10920,12800,0,0,0,1,,133494
129188,1,2018,171600,0,0,0,0,20000,1,,130396
129218,1,2018,0,54000,0,0,0,0,1,,130427
129219,1,2018,54000,0,0,0,0,0,1,,130428
129221,2,,0,0,0,0,0,0,1,,130432
129224,1,2018,22868.72,59038.63,0,0,64433.65,0,1,,130430
129748,1,2018,0,0,0,63404,49335,8050,1,,131014
129749,1,2018,72000,0,0,0,0,0,1,,131010
129790,1,2018,4500,0,0,31500,0,0,1,,131039
131740,1,2018,122246,0,0,0,0,0,1,,133071
131783,1,2018,43200,0,0,0,0,0,1,,133121
131763,1,2018,0,0,0,18500,0,0,1,,133104
130409,1,2018,0,0,0,0,0,24000,1,,131714
130517,1,2018,24000,18000,0,0,0,0,1,,131851
130507,1,2018,17520,0,0,0,0,0,1,,131826
131489,2,,0,0,0,0,0,0,1,,132810
132246,2,,0,0,0,0,0,0,1,,132956
131531,2,,0,0,0,0,0,0,1,,132872
131551,1,2018,0,0,22200,0,0,0,1,,132884
131582,2,,0,0,0,0,0,0,1,,132927
130252,1,2004,2583,0,12000,1500,0,0,1,,131553
130541,2,,0,0,0,0,0,0,1,,131863
130627,1,2014,30000,0,0,0,0,0,1,,131953
132336,1,2018,26400,0,12000,0,0,0,1,,133689
132340,2,,0,0,0,0,0,0,1,,133696
132341,1,2018,0,36000,0,0,0,15000,1,,133697
132211,1,2018,0,18000,0,0,0,0,1,,133516
132204,1,2018,36364.8,0,0,0,0,0,1,,133550
132206,1,2018,0,11160,0,0,0,18000,1,,133552
129878,1,2018,0,0,0,15600,0,0,1,,131163
129880,1,2018,0,0,0,18000,0,0,1,,131165
129886,1,2018,0,0,0,0,0,0,1,,131167
129568,1,2018,0,0,0,42000,0,0,1,,130816
129567,1,2018,0,0,0,42000,0,0,1,,130816
130438,1,2018,54377.07,0,0,0,0,0,1,,131754
129508,1,2018,96400,0,0,0,0,0,1,,130751
129746,1,2018,77012.04,0,0,0,0,0,1,,131009
132061,1,2017,0,0,0,72000,0,0,1,,133424
132071,1,2017,0,0,0,18000,0,20000,1,,133434
132075,1,2017,0,0,0,20750,0,0,1,,133438
131220,1,2018,0,68000,0,0,0,0,1,,132564
131436,1,2018,15000,0,0,0,0,12000,1,,132745
131878,1,2018,16456.26,0,0,0,0,119400,1,,133203
131633,1,2018,120000,0,0,0,0,0,1,,132962
131483,1,2018,0,14400,0,0,0,0,1,,132829
131781,1,2018,28800,0,0,0,0,5000,1,,133124
131696,1,2018,0,21270,0,0,0,39370,1,,133029
129826,1,2018,0,0,18000,25000,0,0,1,,130571
129914,1,2018,0,0,0,18000,0,0,1,,131205
131737,1,2018,0,0,0,0,0,60000,1,,133056
130147,1,2018,0,0,0,16800,0,0,1,,131127
129259,1,2018,79500,0,0,0,0,0,1,,130473
129921,1,2018,28000,0,0,0,0,0,1,,131210
131688,1,2018,0,0,0,15000,0,0,1,,132990
131614,1,2018,0,0,43900,0,0,0,1,,132165
131285,1,2018,1330,0,0,0,0,0,1,,132167
130813,1,2018,0,0,30000,0,0,0,1,,132141
131201,1,2018,0,0,0,24000,0,20000,1,,132556
130828,2,,0,0,0,0,0,0,1,,132161
131566,1,2018,32268,0,0,0,0,0,1,,132911
132278,1,2018,18800,0,2000,2500,0,0,1,,133604
132298,2,,0,0,0,0,0,0,1,,133610
132323,1,2018,30000,0,0,3300,0,3600,1,,133656
129931,2,,0,0,0,0,0,0,1,,131222
130016,2,,0,0,0,0,0,0,1,,131243
130097,2,,0,0,0,0,0,0,1,,131398
130029,2,,0,0,0,0,0,0,1,,131327
130042,2,,0,0,0,0,0,0,1,,131337
130066,1,2018,25555.56,0,0,0,0,0,1,,131360
129951,1,2018,0,0,0,28000,0,0,1,,131223
130025,1,2018,0,0,0,10000,0,0,1,,131292
129542,2,,0,0,0,0,0,0,1,,130789
131572,1,2018,0,0,0,0,0,13590,1,,131540
131631,1,2018,0,0,0,10000,0,0,1,,131734
131622,1,2018,0,0,0,10000,0,0,1,,131734
131665,2,,0,0,0,0,0,0,1,,132983
131664,1,2018,0,0,0,0,0,30000,1,,132986
131200,1,2018,0,11160,0,0,0,0,1,,132555
131751,1,2018,0,0,26000,0,0,0,1,,133094
131212,2,,0,0,0,0,0,0,1,,132567
130587,1,2018,24897.96,66000,0,0,0,0,1,,131696
130374,1,2018,0,0,24000,0,0,0,1,,131677
130506,1,2018,28801.44,0,0,0,0,0,1,,131823
129319,1,2018,0,0,0,88511,0,0,1,,130540
131316,1,2018,0,22399,0,2752,0,9520,1,,132657
129072,1,2018,87633,0,3572,0,0,0,1,,130271
129276,1,2018,22557,0,0,0,0,0,1,,130278
129239,1,2018,0,257000,8000,10000,0,5400,1,,130446
129076,1,2018,0,287931,0,48107,0,0,1,,130279
129077,1,2018,0,0,0,0,0,0,1,,130281
129080,1,2018,0,0,0,1200,0,25667,1,,130285
129087,1,2018,0,0,0,12636,0,0,1,,130289
129090,1,2018,0,0,0,0,0,120000,1,,130295
129277,1,2018,133189,0,0,25057,0,0,1,,130310
130773,1,2018,225200,0,0,0,0,0,1,,131797
129102,1,2018,0,37000,0,24706,0,0,1,,130305
129279,1,2018,0,12000,0,0,0,0,1,,130483
129156,1,2018,0,25240.01,0,0,0,0,1,,130313
129159,1,2018,0,22800,0,0,0,0,1,,130367
129289,1,2018,0,0,0,0,0,120000,1,,130493
129226,1,2018,47574.36,0,0,0,0,0,1,,130401
129223,1,2018,0,0,0,24000,0,0,1,,130433
130489,1,2018,60000,0,0,0,0,19200,1,,131800
129280,1,2018,60000,0,0,0,0,0,1,,130484
129288,1,2018,0,0,0,30000,0,2493.03,1,,130486
129228,1,2018,0,0,38400,0,0,0,1,,130436
129287,1,2018,69490.75,57032.25,0,32987,0,39600,1,,130492
129283,1,2018,0,14000,0,148569,0,0,1,,130488
129282,1,2018,0,0,0,0,0,30000,1,,130487
130449,1,2018,0,0,0,85000,0,0,1,,131768
129155,1,2018,19200,0,0,0,0,0,1,,130362
129158,1,2018,20000,0,0,0,0,0,1,,130365
130228,1,2018,0,60000,0,0,0,0,1,,131519
129169,2,,0,0,0,0,0,0,1,,130375
129273,1,2018,0,0,0,0,0,18000,1,,130383
129294,2,,0,0,0,0,0,0,1,,130512
129207,1,2018,85000,0,0,0,0,0,1,,130411
129274,1,2018,0,18000,0,0,0,0,1,,130415
129275,1,2018,0,36000,0,0,0,0,1,,130481
130142,1,2018,45000,0,0,0,0,0,1,,131153
129541,1,2018,356614.4,0,0,0,0,0,1,,130794
130059,1,2018,24000,0,0,0,0,0,1,,131074
129771,2,,0,0,0,0,0,0,1,,131024
129674,1,2018,0,12276,0,0,0,0,1,,130926
129603,1,2018,218400,0,0,0,0,227850,1,,130845
129576,1,2018,38850,0,0,0,0,95700,1,,130804
129637,1,2018,0,0,0,74874,0,0,1,,130881
131497,2,,0,0,0,0,0,0,1,,132844
131486,2,,0,0,0,0,0,0,1,,132837
131467,2,,0,0,0,0,0,0,1,,132815
129451,1,2018,0,0,0,42000,0,0,1,,130685
129456,1,2018,85500,0,500,0,0,0,1,,130690
129583,1,2018,13866.67,0,0,0,0,14500,1,,130836
129460,1,2018,0,14400,0,0,0,0,1,,130698
129463,1,2018,0,10200,0,0,0,0,1,,130701
130567,2,,0,0,0,0,0,0,1,,131531
130678,2,,0,0,0,0,0,0,1,,132006
130573,2,,0,0,0,0,0,0,1,,131890
130689,2,,0,0,0,0,0,0,1,,132019
130564,2,,0,0,0,0,0,0,1,,131888
130623,1,2018,0,0,0,18000,0,0,1,,131917
130614,2,,0,0,0,0,0,0,1,,131912
130533,1,2018,0,0,0,18000,0,12000,1,,131518
130467,2,,0,0,0,0,0,0,1,,131765
130534,2,,0,0,0,0,0,0,1,,131541
130666,2,,0,0,0,0,0,0,1,,132004
131725,2,,0,0,0,0,0,0,1,,133065
130781,2,,0,0,0,0,0,0,1,,132100
130674,2,,0,0,0,0,0,0,1,,132005
130683,2,,0,0,0,0,0,0,1,,132020
130779,2,,0,0,0,0,0,0,1,,132110
130584,2,,0,0,0,0,0,0,1,,131909
130776,2,,0,0,0,0,0,0,1,,132104
130667,2,,0,0,0,0,0,0,1,,131997
130637,2,,0,0,0,0,0,0,1,,131972
130677,2,,0,0,0,0,0,0,1,,132002
130675,2,,0,0,0,0,0,0,1,,132011
130777,1,2018,0,18000,0,0,0,0,1,,131962
130561,2,,0,0,0,0,0,0,1,,131894
130688,2,,0,0,0,0,0,0,1,,132013
130643,2,,0,0,0,0,0,0,1,,131967
130764,2,,0,0,0,0,0,0,1,,132089
130673,2,,0,0,0,0,0,0,1,,132007
130222,2,,0,0,0,0,0,0,1,,131504
130230,2,,0,0,0,0,0,0,1,,131532
130768,2,,0,0,0,0,0,0,1,,132097
130633,2,,0,0,0,0,0,0,1,,131974
131734,2,,0,0,0,0,0,0,1,,133083
130625,2,,0,0,0,0,0,0,1,,131951
130670,2,,0,0,0,0,0,0,1,,132001
130619,2,,0,0,0,0,0,0,1,,131946
130846,1,2018,10452,0,0,0,0,0,1,,132166
130788,1,2013,0,0,0,33600,0,0,1,,132067
132162,1,2011,0,0,0,24000,0,0,1,,132714
129518,1,2018,181336,0,0,28000,0,0,1,,130754
129761,1,2018,20400,14400,0,0,0,0,1,,131018
130141,1,2018,0,0,0,0,0,900,1,,131441
129561,1,2018,55896,0,0,0,4800,0,1,,130812
130513,2,,0,0,0,0,0,0,1,,131841
130403,2,,0,0,0,0,0,0,1,,131625
130437,2,,0,0,0,0,0,0,1,,131730
130504,2,,0,0,0,0,0,0,1,,131829
131082,1,2018,0,0,0,0,0,50000,1,,132357
131127,1,2018,60000,0,0,0,0,0,1,,132457
131136,1,2018,0,0,0,0,12510.4,0,1,,132474
131272,1,2018,0,2484,28067,0,0,0,1,,132604
131298,1,2018,0,54000,0,0,0,0,1,,132643
131318,1,2018,0,14400,0,12000,0,6000,1,,132667
131738,1,2018,0,0,25000,0,0,0,1,,133070
131778,1,2018,0,0,0,11400,0,0,1,,133102
131825,1,2018,0,0,0,18000,0,0,1,,133110
132117,1,2018,0,0,0,3000,0,28000,1,,133483
132100,1,2018,0,0,0,59167,0,0,1,,133463
132149,1,2018,0,0,0,0,0,60000,1,,133512
132167,1,2018,0,0,0,0,0,0,1,,133531
132133,1,2018,0,14938,10300,6350,0,0,1,,133499
129217,1,2018,0,1500,0,0,0,0,1,,130426
129248,1,2018,30000,0,0,0,0,0,1,,130429
129240,1,2018,0,6532,74030,0,0,0,1,,130435
130204,1,2018,44025,0,17696,0,0,0,1,,131503
131000,1,2018,39600,0,15000,0,40800,0,1,,132340
131701,1,2018,39000,0,0,0,84000,0,1,,133034
130214,1,2018,49917.42,0,0,0,0,0,1,,131512
131407,1,2018,50000,0,0,0,0,0,1,,132757
130881,2,,0,0,0,0,0,0,1,,132049
130774,1,2018,0,0,0,18000,0,0,1,,132058
130758,2,,0,0,0,0,0,0,1,,132061
130992,2,,0,0,0,0,0,0,1,,132123
131369,2,,0,0,0,0,0,0,1,,132128
130976,1,2018,0,60000,0,0,0,240000,1,,132309
130972,1,2018,30180,0,0,0,0,0,1,,132288
130716,1,2018,0,0,0,0,0,0,1,,132038
130974,1,2018,0,0,0,0,0,30000,1,,132280
130978,1,2018,0,0,0,42000,0,0,1,,132284
131022,1,2018,8424,0,0,14400,0,0,1,,132359
130020,1,2018,245295,16176,0,0,0,0,1,,131307
130008,1,2018,117826.06,43945.94,0,222490,0,0,1,,131256
130277,2,,0,0,0,0,0,0,1,,131590
129591,1,2018,250615,0,0,0,0,0,1,,130837
130876,1,2018,111747.16,0,0,0,0,0,1,,131674
129867,1,2018,91687,0,0,0,0,0,1,,131148
132005,2,,0,0,0,0,0,0,1,,133200
129955,1,2018,364240.8,0,0,0,0,0,1,,131234
129303,1,2018,0,0,85833,184751,0,0,1,,130520
130954,1,2018,0,15874,6840,216160,0,0,1,,130892
130521,1,2018,0,0,0,0,0,96000,1,,131693
131641,1,2018,0,0,0,206566,0,41637,1,,132925
129578,2,,0,0,0,0,0,0,1,,130822
130111,1,2018,0,10920,0,0,0,0,1,,131396
129735,1,2018,0,0,36000,0,0,0,1,,130989
130101,1,2018,25500,0,0,0,0,0,1,,131380
130139,2,,0,0,0,0,0,0,1,,131431
131009,1,2018,97920,0,0,0,0,0,1,,131002
129601,1,2018,71791,0,0,2500,0,0,1,,130848
129990,1,2018,0,140000,0,0,0,0,1,,131271
129827,1,2018,0,0,0,60000,0,12000,1,,131081
130018,1,2018,0,0,0,17719.27,0,0,1,,131315
130325,2,,0,0,0,0,0,0,1,,131635
130090,1,2018,25500,0,0,0,0,0,1,,131364
129556,1,2018,210463.57,0,0,4000,0,0,1,,130807
130108,1,2018,51000,0,0,0,0,0,1,,131316
130107,1,2018,51000,0,0,0,0,0,1,,131316
130106,1,2018,51000,0,0,0,0,0,1,,131316
130105,1,2018,51000,0,0,0,0,0,1,,131316
130104,1,2018,51000,0,0,0,0,0,1,,131316
130103,1,2018,51000,0,0,0,0,0,1,,131316
130102,1,2018,51000,0,0,0,0,0,1,,131316
129752,1,2018,0,11340,0,0,0,0,1,,131021
129848,1,2018,48000,0,0,0,0,0,1,,131128
130286,1,2018,0,0,0,38400,0,9600,1,,131449
130455,1,2018,90876.89,0,0,0,0,0,1,,131747
129970,1,2018,0,60000,0,0,0,48000,1,,131263
130088,1,2018,6588,0,20096,0,0,0,1,,131305
129301,1,2018,0,0,0,310242,0,36.9,1,,130517
131485,1,2018,60600,0,0,0,0,0,1,,132375
130376,1,2018,0,12000,0,9000,0,6000,1,,131678
129356,1,2018,23124,0,33380,0,0,0,1,,130574
131981,1,2018,40000,0,0,0,0,0,1,,133320
131984,1,2018,32000,0,0,0,0,0,1,,133324
132004,1,2018,30240,0,0,0,0,0,1,,133352
129928,1,2018,10873.52,0,0,30000,0,0,1,,131225
129922,1,2018,0,49000,0,0,0,0,1,,131216
130176,1,2018,0,0,3850,24810.4,0,0,1,,131224
130005,1,2018,24750,0,0,0,0,0,1,,131288
129950,1,2018,5000,0,0,0,0,0,1,,131249
130516,1,2018,93600,0,0,0,0,0,1,,131749
130912,1,2018,3500,0,0,0,0,0,1,,132230
131392,2,,0,0,0,0,0,0,1,,132732
130247,1,2018,0,3000,18000,0,0,0,1,,131544
130284,1,2018,11760,0,0,0,50700,0,1,,131570
131476,1,2018,0,48000,0,0,0,0,1,,132830
130743,1,2018,34500,0,0,0,0,0,1,,131572
130699,1,2018,0,0,0,0,0,0,1,,131573
130261,2,,0,0,0,0,0,0,1,,131568
130676,1,2018,0,14400,0,0,0,0,1,,131574
130753,1,2018,0,0,5616.67,0,0,381.42,1,,131956
131423,1,2018,0,0,7000,0,0,0,1,,132240
131381,1,2018,0,0,12000,0,0,0,1,,132244
130130,1,2018,42000,0,0,0,0,0,1,,131417
131388,1,2018,0,18000,0,0,0,0,1,,132627
131321,1,2018,21000,0,0,0,0,0,1,,132613
130816,1,2018,20000,0,0,10000,0,0,1,,132143
131457,1,2018,0,6000,0,0,0,0,1,,132519
131375,1,2018,38400,0,0,0,0,0,1,,132719
130923,1,2018,0,0,0,18000,0,0,1,,132241
131176,1,2018,0,35000,0,0,0,24000,1,,132521
130523,1,2018,0,0,0,24000,0,0,1,,131847
130664,1,2018,0,0,0,48000,0,0,1,,131978
131275,1,2018,0,0,0,72000,0,0,1,,131982
131241,1,2018,0,0,0,24000,0,0,1,,131983
130245,1,2018,77700,10000,0,24000,0,24000,1,,131542
130255,1,2018,90000,15000,0,190500,0,0,1,,131551
130711,1,2018,22400,0,0,0,0,0,1,,132018
130391,1,2018,11160,0,0,0,0,0,1,,131699
131258,1,2018,0,17002,0,42332,0,8400,1,,132603
131019,1,2018,60000,34071,0,7506,0,0,1,,132373
131008,1,2018,5800,13200,0,0,0,0,1,,132362
131317,1,2018,0,11500,0,5000,0,0,1,,132647
130989,1,2018,61803.6,0,0,0,0,0,1,,132330
131258,1,2018,0,17002,0,42332,0,8400,1,,132603
131019,1,2018,60000,34071,0,7506,0,0,1,,132373
131008,1,2018,5800,13200,0,0,0,0,1,,132362
131317,1,2018,0,11500,0,5000,0,0,1,,132647
130989,1,2018,61803.6,0,0,0,0,0,1,,132330
130371,1,2018,0,0,0,28570,0,0,1,,131661
130704,2,,0,0,0,0,0,0,1,,131929
130708,2,,0,0,0,0,0,0,1,,131938
131946,1,2018,0,0,0,36000,0,0,1,,133281
131950,1,2018,0,40800,0,0,0,0,1,,133291
131957,1,2018,0,0,0,20000,0,0,1,,133303
131512,1,2018,0,32175,0,0,0,0,1,,132053
129615,1,2018,0,14242,13815,52250,0,0,1,,130865
129870,1,2018,117600,132209,0,0,0,0,1,,131152
131438,1,2018,0,97180,0,13526,0,0,1,,132789
129624,1,2018,0,0,0,324692,0,47193.52,1,,130877
129997,1,2018,0,0,24000,18666.3,0,0,1,,130479
129581,1,2018,0,0,0,0,0,148500,1,,130834
129258,2,,0,0,0,0,0,0,1,,130478
129559,1,2018,100344,0,0,0,0,0,1,,130811
129643,2,,0,0,0,0,0,0,1,,130900
129689,1,2018,93600,0,0,240000,0,0,1,,130950
129684,1,2018,94866,33444,0,32600,0,0,1,,130941
129692,1,2018,121255.56,39214.7,64381.77,0,0,0,1,,130898
129593,2,,0,0,0,0,0,0,1,,130847
129687,1,2018,0,200000,0,100000,0,50000,1,,130946
129679,1,2018,0,0,0,0,61050,269206,1,,130943
129696,1,2018,88800,0,0,0,0,12000,1,,130955
129686,1,2018,0,0,34499.03,8000,0,0,1,,130949
130187,2,,0,0,0,0,0,0,1,,131485
129847,1,2018,0,12108,0,0,0,0,1,,130909
129668,1,2018,0,55000,0,55000,0,51000,1,,130928
129888,1,2018,0,78718,0,239420,0,46512,1,,131171
129665,1,2014,0,0,0,0,0,115160,1,,130908
129678,1,2018,0,0,0,0,0,82296,1,,130936
129654,1,2018,105020.7,0,0,20847.82,0,0,1,,130899
129662,1,2018,46320,0,0,0,0,0,1,,130917
129675,1,2018,160287.91,0,0,0,0,0,1,,130931
129645,2,,0,0,0,0,0,0,1,,130895
129879,2,,0,0,0,0,0,0,1,,131164
129647,1,2018,0,0,40000,0,0,0,1,,130897
129623,1,2018,0,0,0,60000,0,0,1,,130872
129690,1,2018,0,85374,0,5600,0,0,1,,130952
129613,1,2018,0,11900,0,0,0,20453,1,,130863
131474,1,2018,0,70000,0,0,15300,0,1,,132825
131552,1,2018,0,0,0,30000,0,0,1,,132896
131529,2,,0,0,0,0,0,0,1,,132867
130081,1,2018,0,0,50000,0,0,0,1,,131377
129817,1,2018,0,0,0,50000,0,0,1,,131084
130092,1,2018,0,0,0,0,0,6000,1,,131388
132300,1,2018,0,17000,3100,0,0,0,1,,133389
132321,1,2018,48000,0,0,0,3600,0,1,,133391
132305,1,2018,54360,0,0,30000,0,0,1,,133392
132311,1,2018,0,0,0,8000,0,0,1,,133393
132313,1,2018,0,0,0,16800,0,0,1,,133394
130985,1,2018,54000,0,0,0,0,0,1,,132329
130657,1,2018,43896,0,0,0,0,9006.72,1,,131979
130615,1,2018,0,0,14400,0,0,0,1,,131937
129987,1,2018,39200,0,0,0,0,0,1,,131280
131083,1,2018,17400,0,0,0,0,0,1,,132423
129981,1,2018,26000,0,0,0,0,0,1,,131101
130969,1,2018,0,345299,0,0,0,0,1,,132297
130865,1,2018,0,0,29033.52,0,0,0,1,,132198
131204,1,2018,17424.6,0,0,0,0,0,1,,132547
132226,1,2018,0,0,0,220000,0,0,1,,132581
131977,1,2018,0,40040,0,0,0,0,1,,132865
132062,1,2018,24054.16,0,0,0,0,0,1,,132866
132132,1,2018,40536,0,0,28775,0,0,1,,132875
132172,1,2018,106181,0,0,0,0,0,1,,132876
132115,1,2018,90000,0,0,0,18240,0,1,,132877
132137,1,2018,0,31227.98,0,0,0,0,1,,132880
130073,1,2018,0,0,5000,0,0,0,1,,131366
130091,1,2018,0,0,0,0,0,42000,1,,131370
130076,1,2018,0,72000,0,72000,0,0,1,,131367
130392,1,2018,24000,0,0,0,0,0,1,,131713
130550,2,,0,0,0,0,0,0,1,,131877
130565,2,,0,0,0,0,0,0,1,,131887
130569,2,,0,0,0,0,0,0,1,,131903
130586,2,,0,0,0,0,0,0,1,,131910
130595,2,,0,0,0,0,0,0,1,,131923
130606,2,,0,0,0,0,0,0,1,,131928
131390,1,2018,89912,0,0,0,0,0,1,,132735
131372,1,2018,0,0,0,2500,0,0,1,,132694
131397,1,2018,0,0,0,18000,0,0,1,,132747
131350,1,2018,0,0,0,0,0,18000,1,,132696
131569,1,2018,93810.36,0,0,0,0,0,1,,132917
131933,2,,0,0,0,0,0,0,1,,132452
131907,1,2018,0,117000,0,0,0,0,1,,133251
131562,2,,0,0,0,0,0,0,1,,132914
131179,1,2018,0,0,0,54000,0,0,1,,132511
131159,1,2018,0,0,0,24000,0,0,1,,132496
131142,1,2018,0,0,15000,0,0,0,1,,132477
130831,1,2018,0,0,0,110000,0,0,1,,132140
130500,1,2018,57976.13,38348.25,2000,0,0,0,1,,131457
130240,2,,0,0,0,0,0,0,1,,131543
130238,2,,0,0,0,0,0,0,1,,131538
131774,1,2018,13747.92,0,15658.95,0,0,0,1,,133106
131794,1,2018,93696,0,0,0,0,0,1,,133129
131810,1,2018,52800,0,0,0,0,0,1,,133149
131819,1,2018,0,0,0,7000,0,0,1,,133157
131914,1,2018,0,0,0,24000,0,0,1,,133241
131939,1,2018,0,0,0,12000,0,0,1,,133271
131992,1,2018,0,0,0,25000,0,0,1,,133233
130157,1,2018,26400,0,0,0,12000,0,1,,131459
130145,1,2018,24000,0,0,0,0,0,1,,131446
130290,1,2018,0,0,0,650400,0,60000,1,,131602
131892,1,2018,90000,0,0,0,0,0,1,,133238
132190,1,2018,0,0,0,7000,0,0,1,,133547
132283,2,,0,0,0,0,0,0,1,,133611
131364,1,2018,0,10200,0,0,0,14400,1,,132712
131402,1,2018,0,45000,0,0,0,0,1,,132733
131549,2,,0,0,0,0,0,0,1,,132887
131560,2,,0,0,0,0,0,0,1,,132913
132070,1,2018,72000,0,0,96000,0,0,1,,132781
132057,1,2018,0,12000,0,0,0,18000,1,,132783
132073,1,2018,0,0,0,18000,0,0,1,,133439
132076,2,,0,0,0,0,0,0,1,,133442
132188,1,2018,0,372.79,0,206004.38,0,0,1,,133542
132223,1,2018,10000,0,0,0,0,0,1,,133565
132212,2,,0,0,0,0,0,0,1,,133561
129530,1,2018,0,0,0,36600,0,0,1,,130253
129450,2,,0,0,0,0,0,0,1,,130684
129454,1,2018,0,0,0,20000,0,40000,1,,130689
